PVout_norm,price_norm,imb_norm,SOC_before,CumRev_DP_norm,sin_t,cos_t,action_kW,CumRev_Optimal,CumRev_Baseline
0.0,0.09995000064373016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.11434999853372574,0.0,0.0,0.0,0.13052618503570557,0.9914448857307434,0.0,0.0,0.0
0.0,0.10400000214576721,0.0,0.0,0.0,0.258819043636322,0.9659258127212524,0.0,0.0,0.0
0.0,0.10080000013113022,0.0,0.0,0.0,0.3826834261417389,0.9238795042037964,0.0,0.0,0.0
0.0,0.10080000013113022,0.0,0.0,0.0,0.5,0.8660253882408142,0.0,0.0,0.0
0.0,0.10244999825954437,0.0,0.0,0.0,0.6087614297866821,0.7933533191680908,0.0,0.0,0.0
0.0,0.1026500016450882,0.0,0.0,0.0,0.7071067690849304,0.7071067690849304,0.0,0.0,0.0
0.0,0.1026500016450882,0.0,0.0,0.0,0.7933533191680908,0.6087614297866821,0.0,0.0,0.0
0.0,0.10225000232458115,0.0,0.0,0.0,0.8660253882408142,0.5,0.0,0.0,0.0
0.0,0.1026500016450882,0.0,0.0,0.0,0.9238795042037964,0.3826834261417389,0.0,0.0,0.0
0.0,0.10419999808073044,0.0,0.0,0.0,0.9659258127212524,0.258819043636322,0.0,0.0,0.0
0.00436289282515645,0.10660000145435333,0.0,0.0,0.0,0.9914448857307434,0.13052618503570557,-0.008999999612569809,0.0,0.18603375751999998
0.017797263339161873,0.10620000213384628,0.0,0.0022499999031424522,0.0,1.0,6.123234262925839e-17,-0.035999998450279236,0.0,0.94206146852
0.06942535191774368,0.10419999808073044,0.0,0.011250000447034836,0.0,0.9914448857307434,-0.13052618503570557,-0.13899999856948853,0.0,3.8357101398799998
0.12250562012195587,0.10944999754428864,0.0,0.04600000008940697,0.0,0.9659258127212524,-0.258819043636322,-0.24500000476837158,0.0,9.199006249149999
0.12967874109745026,0.10419999808073044,0.0,0.10724999755620956,0.0,0.9238795042037964,-0.3826834261417389,-0.2590000033378601,0.0,14.60401598647
0.12385071069002151,0.1026500016450882,0.0,0.1720000058412552,0.0,0.8660253882408142,-0.5,-0.24799999594688416,0.0,19.68932611854
0.09075167030096054,0.1026500016450882,0.0,0.23399999737739563,0.0,0.7933533191680908,-0.6087614297866821,-0.18199999630451202,0.0,23.415589729799997
0.05999802425503731,0.14994999766349792,0.0,0.27950000762939453,0.0,0.7071067690849304,-0.7071067690849304,-0.11999999731779099,0.0,27.014271269299996
0.1446390002965927,0.1704999953508377,0.0,0.3095000088214874,0.0,0.6087614297866821,-0.7933533191680908,-0.289000004529953,0.0,36.878650967
0.20554451644420624,0.1927500069141388,0.0,0.3817499876022339,0.0,0.5,-0.8660253882408142,-0.41100001335144043,0.0,52.72613357465
0.2184877097606659,0.1846500039100647,0.0,0.484499990940094,0.0,0.3826834261417389,-0.9238795042037964,-0.43700000643730164,0.0,68.86363594604
0.22447776794433594,0.1927500069141388,0.0,0.59375,0.0,0.258819043636322,-0.9659258127212524,-0.4490000009536743,0.0,86.17087166609001
0.2569524049758911,0.20694999396800995,0.0,0.7059999704360962,0.0,0.13052618503570557,-0.9914448857307434,-0.5139999985694885,0.0,107.44139080002
0.31261715292930603,0.21074999868869781,0.0,0.8345000147819519,0.039810631424188614,1.2246468525851679e-16,-1.0,0.028999999165534973,27.5661,133.79501747232
0.3456681966781616,0.20000000298023224,0.0,0.8272500038146973,0.039810631424188614,-0.13052618503570557,-0.9914448857307434,-0.6909999847412109,27.5661,161.44847347232002
0.3576818108558655,0.22499999403953552,0.0,1.0,0.08627738058567047,-0.258819043636322,-0.9659258127212524,0.0,59.741099999999996,193.63983704732001
0.39124539494514465,0.3246999979019165,0.0,1.0,0.15961769223213196,-0.3826834261417389,-0.9238795042037964,0.0,110.52418,244.45478765112
0.47068503499031067,0.32749998569488525,0.0,1.0,0.33613067865371704,-0.5,-0.8660253882408142,0.925000011920929,232.74718000000001,306.11452566412
