PVout_norm,price_norm,imb_norm,SOC_before,CumRev_DP_norm,sin_t,cos_t,action_kW,CumRev_Optimal,CumRev_Baseline
0.0,0.09925000369548798,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.10894999653100967,0.0,0.0,0.0,0.13052618503570557,0.9914448857307434,0.0,0.0,0.0
0.0,0.1035500019788742,0.0,0.0,0.0,0.258819043636322,0.9659258127212524,0.0,0.0,0.0
0.0,0.09915000200271606,0.0,0.0,0.0,0.3826834261417389,0.9238795042037964,0.0,0.0,0.0
0.0,0.10644999891519547,0.0,0.0,0.0,0.5,0.8660253882408142,0.0,0.0,0.0
0.0,0.09915000200271606,0.0,0.0,0.0,0.6087614297866821,0.7933533191680908,0.0,0.0,0.0
0.0,0.09984999895095825,0.0,0.0,0.0,0.7071067690849304,0.7071067690849304,0.0,0.0,0.0
0.0,0.09915000200271606,0.0,0.0,0.0,0.7933533191680908,0.6087614297866821,0.0,0.0,0.0
0.0,0.09915000200271606,0.0,0.0,0.0,0.8660253882408142,0.5,0.0,0.0,0.0
0.0,0.09000000357627869,0.0,0.0,0.0,0.9238795042037964,0.3826834261417389,0.0,0.0,0.0
0.0,0.09915000200271606,0.0,0.0,0.0,0.9659258127212524,0.258819043636322,0.0,0.0,0.0
0.0,0.10644999891519547,0.0,0.0,0.0,0.9914448857307434,0.13052618503570557,0.0,0.0,0.0
0.0,0.09915000200271606,0.0,0.0,0.0,1.0,6.123234262925839e-17,0.0,0.0,0.0
0.0,0.1067499965429306,0.0,0.0,0.0,0.9914448857307434,-0.13052618503570557,0.0,0.0,0.0
0.0,0.11159999668598175,0.0,0.0,0.0,0.9659258127212524,-0.258819043636322,0.0,0.0,0.0
0.03794333338737488,0.12245000153779984,0.0,0.0,0.0,0.9238795042037964,-0.3826834261417389,-0.07599999755620956,0.0,1.85846449932
0.08242916315793991,0.1262499988079071,0.0,0.01899999938905239,0.023357892408967018,0.8660253882408142,-0.5,0.07599999755620956,6.085249999999999,6.0211371298200005
0.15208950638771057,0.11500000208616257,0.0,0.0,0.050196293741464615,0.7933533191680908,-0.6087614297866821,0.0,13.07725,13.017254635820002
0.23472686111927032,0.1096000000834465,0.0,0.0,0.08965734392404556,0.7071067690849304,-0.7071067690849304,0.0,23.35773,23.307680441260004
0.3166502118110657,0.10000000149011612,0.0,0.0,0.13825204968452454,0.6087614297866821,-0.7933533191680908,0.0,36.01773,35.97368940126
0.4058857560157776,0.08824999630451202,0.0,0.0,0.13825204968452454,0.5,-0.8660253882408142,-0.8119999766349792,36.01773,50.301456093860004
0.4194762110710144,0.09915000200271606,0.0,0.2029999941587448,0.2639201283454895,0.3826834261417389,-0.9238795042037964,0.8119999766349792,68.75706,66.9378827411
0.5286644101142883,0.08619999885559082,0.0,0.0,0.3338668644428253,0.258819043636322,-0.9659258127212524,0.0,86.97973999999999,85.1662306497
0.5144489407539368,0.07500000298023224,0.0,0.0,0.3445185720920563,0.13052618503570557,-0.9914448857307434,-0.843999981880188,89.75474,100.5996982647
0.5012515187263489,0.06525000184774399,0.0,0.210999995470047,0.3445185720920563,1.2246468525851679e-16,-1.0,-1.003000020980835,89.75474,113.68236300195
0.5442861914634705,0.06504999846220016,0.0,0.46175000071525574,0.3445185720920563,-0.13052618503570557,-0.9914448857307434,-1.0889999866485596,89.75474,127.84468989992999
0.5321507453918457,0.06499999761581421,0.0,0.734000027179718,0.3445185720920563,-0.258819043636322,-0.9659258127212524,-1.0640000104904175,89.75474,141.68060882792997
0.4876214265823364,0.08455000072717667,0.0,1.0,0.4078039526939392,-0.3826834261417389,-0.9238795042037964,0.0,106.24199,158.17196584417997
0.4749130308628082,0.09000000357627869,0.0,1.0,0.5289912819862366,-0.5,-0.8660253882408142,0.8040000200271606,137.81399,175.26883539217997
0.4022255539894104,0.08455000072717667,0.0,0.7990000247955322,0.5289912819862366,-0.6087614297866821,-0.7933533191680908,-0.8040000200271606,137.81399,188.87210359463995
0.3147733807563782,0.09220000356435776,0.0,1.0,0.6260319352149963,-0.7071067690849304,-0.7071067690849304,0.7409999966621399,163.09523,200.48094621783994
0.22350913286209106,0.08794999867677689,0.0,0.8147500157356262,0.6260319352149963,-0.7933533191680908,-0.6087614297866821,-0.44699999690055847,163.09523,208.34399735846995
0.14692755043506622,0.08824999630451202,0.0,0.9265000224113464,0.6260319352149963,-0.8660253882408142,-0.5,-0.2939999997615814,163.09523,213.53054004996994
0.08981708437204361,0.10620000213384628,0.0,1.0,0.6407070755958557,-0.9238795042037964,-0.3826834261417389,0.0,166.91842999999997,217.34596988448993
0.022255685180425644,0.11034999787807465,0.0,1.0,0.6445192098617554,-0.9659258127212524,-0.258819043636322,0.0,167.91157999999996,218.32833584245992
0.012032066471874714,0.11055000126361847,0.0,1.0,0.6465560793876648,-0.9914448857307434,-0.13052618503570557,0.0,168.44221999999996,218.8603938230899
0.0,0.11500000208616257,0.0,1.0,0.6465560793876648,-1.0,-1.8369701465288538e-16,0.0,168.44221999999996,218.8603938230899
0.0,0.11500000208616257,0.0,1.0,0.6465560793876648,-0.9914448857307434,0.13052618503570557,0.0,168.44221999999996,218.8603938230899
0.0,0.11514999717473984,0.0,1.0,0.8233547806739807,-0.9659258127212524,0.258819043636322,2.0,214.50221999999997,218.8603938230899
0.0,0.11505000293254852,0.0,0.5,1.0,-0.9238795042037964,0.3826834261417389,2.0,260.52221999999995,218.8603938230899
0.0,0.1136000007390976,0.0,0.0,1.0,-0.8660253882408142,0.5,0.0,260.52221999999995,218.8603938230899
0.0,0.10930000245571136,0.0,0.0,1.0,-0.7933533191680908,0.6087614297866821,0.0,260.52221999999995,218.8603938230899
0.0,0.10894999653100967,0.0,0.0,1.0,-0.7071067690849304,0.7071067690849304,0.0,260.52221999999995,218.8603938230899
0.0,0.11025000363588333,0.0,0.0,1.0,-0.6087614297866821,0.7933533191680908,0.0,260.52221999999995,218.8603938230899
0.0,0.10894999653100967,0.0,0.0,1.0,-0.5,0.8660253882408142,0.0,260.52221999999995,218.8603938230899
0.0,0.10894999653100967,0.0,0.0,1.0,-0.3826834261417389,0.9238795042037964,0.0,260.52221999999995,218.8603938230899
0.0,0.10814999788999557,0.0,0.0,1.0,-0.258819043636322,0.9659258127212524,0.0,260.52221999999995,218.8603938230899
0.0,0.1075500026345253,0.0,0.0,1.0,-0.13052618503570557,0.9914448857307434,0.0,260.52221999999995,218.8603938230899
