PVout_norm,price_norm,imb_norm,SOC_before,CumRev_DP_norm,sin_t,cos_t,action_kW,CumRev_Optimal,CumRev_Baseline
0.0,0.09094999730587006,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.08810000121593475,0.0,0.0,0.0,0.13052618503570557,0.9914448857307434,0.0,0.0,0.0
0.0,0.08744999766349792,0.0,0.0,0.0,0.258819043636322,0.9659258127212524,0.0,0.0,0.0
0.0,0.08760000020265579,0.0,0.0,0.0,0.3826834261417389,0.9238795042037964,0.0,0.0,0.0
0.0,0.08699999749660492,0.0,0.0,0.0,0.5,0.8660253882408142,0.0,0.0,0.0
0.0,0.08500000089406967,0.0,0.0,0.0,0.6087614297866821,0.7933533191680908,0.0,0.0,0.0
0.0,0.08015000075101852,0.0,0.0,0.0,0.7071067690849304,0.7071067690849304,0.0,0.0,0.0
0.0,0.08015000075101852,0.0,0.0,0.0,0.7933533191680908,0.6087614297866821,0.0,0.0,0.0
0.0,0.07999999821186066,0.0,0.0,0.0,0.8660253882408142,0.5,0.0,0.0,0.0
0.0,0.08495000004768372,0.0,0.0,0.0,0.9238795042037964,0.3826834261417389,0.0,0.0,0.0
0.0,0.08500000089406967,0.0,0.0,0.0,0.9659258127212524,0.258819043636322,0.0,0.0,0.0
0.0,0.08775000274181366,0.0,0.0,0.0,0.9914448857307434,0.13052618503570557,0.0,0.0,0.0
0.0,0.08815000206232071,0.0,0.0,0.0,1.0,6.123234262925839e-17,0.0,0.0,0.0
0.0,0.09309999644756317,0.0,0.0,0.0,0.9914448857307434,-0.13052618503570557,0.0,0.0,0.0
0.0,0.10064999759197235,0.0,0.0,0.0,0.9659258127212524,-0.258819043636322,0.0,0.0,0.0
0.017706511542201042,0.10575000196695328,0.0,0.0,0.0,0.9238795042037964,-0.3826834261417389,-0.03500000014901161,0.0,0.7489854576
0.03809325769543648,0.11680000275373459,0.0,0.008750000037252903,0.0,0.8660253882408142,-0.5,-0.07599999755620956,0.0,2.52870249472
0.1251549869775772,0.11680000275373459,0.0,0.02775000035762787,0.03245949372649193,0.7933533191680908,-0.6087614297866821,0.11100000143051147,8.43296,8.37594325376
0.21112506091594696,0.11670000106096268,0.0,0.0,0.0703713446855545,0.7071067690849304,-0.7071067690849304,0.0,18.28244,18.23126126462
0.31424635648727417,0.10140000283718109,0.0,0.0,0.11939314752817154,0.6087614297866821,-0.7933533191680908,0.0,31.018280000000004,30.97709320034
