Unnamed: 0,year,month,day,hour,temperature,total precipitation,u-component of wind,v-component of wind,radiation flux,pressure,relative humidity,PVout,price,imbalance,yearSin,yearCos,monthSin,monthCos,hourSin,hourCos,date,CumRev_Optimal,CumRev_Baseline
13200.0,2023.0,1.0,1.0,0.0,-1.6,0.0,-1.385819299,0.574025149,0.0,1017.7,99.0,0.0,25.02,0,-2.4503e-16,1.0,-2.4503e-16,1.0,-2.4503e-16,1.0,2023-01-01,0.0,0.0
13201.0,2023.0,1.0,1.0,0.5,-1.9,0.0,-1.081818379,0.675921304,0.0,1017.6,99.5,0.0,24.9,0,0.000358629,0.999999936,0.5,0.866025404,0.130526192,0.991444861,2023-01-01,0.0,0.0
13202.0,2023.0,1.0,1.0,1.0,-2.2,0.0,-0.777817459,0.777817459,0.0,1017.5,100.0,0.0,23.66,0,0.000717259,0.999999743,0.5,0.866025404,0.258819045,0.965925826,2023-01-01,0.0,0.0
13203.0,2023.0,1.0,1.0,1.5,-2.35,0.0,-1.08890873,0.38890873,0.0,1017.5,99.0,0.0,23.3,0,0.001075888,0.999999421,0.5,0.866025404,0.382683432,0.923879533,2023-01-01,0.0,0.0
13204.0,2023.0,1.0,1.0,2.0,-2.5,0.0,-1.4,1.72e-16,0.0,1017.5,98.0,0.0,23.54,0,0.001434517,0.999998971,0.5,0.866025404,0.5,0.866025404,2023-01-01,0.0,0.0
13205.0,2023.0,1.0,1.0,2.5,-2.8,0.0,-1.124264069,-0.424264068,0.0,1017.4,97.5,0.0,22.05,0,0.001793146,0.999998392,0.5,0.866025404,0.608761429,0.79335334,2023-01-01,0.0,0.0
13206.0,2023.0,1.0,1.0,3.0,-3.1,0.0,-0.848528137,-0.848528137,0.0,1017.3,97.0,0.0,23.0,0,0.002151774,0.999997685,0.5,0.866025404,0.707106781,0.707106781,2023-01-01,0.0,0.0
13207.0,2023.0,1.0,1.0,3.5,-2.5,0.0,-1.272792206,0.424264069,0.0,1017.4,96.5,0.0,22.05,0,0.002510402,0.999996849,0.5,0.866025404,0.79335334,0.608761429,2023-01-01,0.0,0.0
13208.0,2023.0,1.0,1.0,4.0,-1.9,0.0,-1.697056275,1.697056275,0.0,1017.5,96.0,0.0,22.72,0,0.00286903,0.999995884,0.5,0.866025404,0.866025404,0.5,2023-01-01,0.0,0.0
13209.0,2023.0,1.0,1.0,4.5,-2.55,0.0,-1.698528137,0.848528138,0.0,1017.45,97.0,0.0,21.95,0,0.003227658,0.999994791,0.5,0.866025404,0.923879533,0.382683432,2023-01-01,0.0,0.0
13210.0,2023.0,1.0,1.0,5.0,-3.2,0.0,-1.7,2.08e-16,0.0,1017.4,98.0,0.0,21.86,0,0.003586285,0.999993569,0.5,0.866025404,0.965925826,0.258819045,2023-01-01,0.0,0.0
13211.0,2023.0,1.0,1.0,5.5,-3.25,0.0,-1.681491579,-0.344415089,0.0,1017.55,98.0,0.0,21.79,0,0.003944912,0.999992219,0.5,0.866025404,0.991444861,0.130526192,2023-01-01,0.0,0.0
13212.0,2023.0,1.0,1.0,6.0,-3.3,0.0,-1.662983159,-0.688830178,0.0,1017.7,98.0,0.0,21.35,0,0.004303538,0.99999074,0.5,0.866025404,1.0,6.12574e-17,2023-01-01,0.0,0.0
13213.0,2023.0,1.0,1.0,6.5,-3.25,0.0,-1.847759066,0.076536687,0.0,1017.9,98.5,0.0,21.86,0,0.004662164,0.999989132,0.5,0.866025404,0.991444861,-0.130526192,2023-01-01,0.0,0.0
13214.0,2023.0,1.0,1.0,7.0,-3.2,0.0,-2.032534972,0.841903551,0.0,1018.1,99.0,0.0,22.97,0,0.005020789,0.999987396,0.5,0.866025404,0.965925826,-0.258819045,2023-01-01,0.0,0.0
13215.0,2023.0,1.0,1.0,7.5,-1.9,0.0,-2.216267486,0.420951776,37.5,1018.0,95.5,0.076521249,24.2,0,0.005379414,0.999985531,0.5,0.866025404,0.923879533,-0.382683432,2023-01-01,1.8634,1.8518142257999999
13216.0,2023.0,1.0,1.0,8.0,-0.6,0.0,-2.4,2.94e-16,75.0,1017.9,92.0,0.15198325,23.0,0,0.005738037,0.999983537,0.5,0.866025404,0.866025404,-0.5,2023-01-01,5.3594,5.3474289758
