date,hour,battery_soc,pvout,price,action,cumrev_agent,cumrev_dp,gap,gap_pct,cumrev_baseline
2022-09-16,9.0,2.2268495559692383,1.185939715,13.76,-1.1859386,12.102037515276606,39.08666,26.984622484723396,69.03793387494197,67.69172702891046
2022-09-16,9.5,3.412788152694702,1.232891122,13.76,0.22012666,32.095562177406464,39.08666,6.991097822593538,17.886147914898682,84.65630886763029
2022-09-16,10.0,3.1926615238189697,1.411799991,16.96,1.9999998,89.95968598118816,52.68858,-37.27110598118816,-70.73849016463939,108.60043671498988
2022-09-16,10.5,1.1926617622375488,1.6166404,19.05,1.1926618,143.47689217181323,121.59243,-21.88446217181324,-17.998211049662583,139.39743633498983
2022-09-16,11.0,0.0,1.546075157,17.82,0.0,171.02795146955395,184.78215,13.754198530446047,7.443467093789118,166.94849563272965
2022-09-16,11.5,0.0,1.597748904,13.76,0.0,193.01297638859432,184.78215,-8.230826388594323,-4.454340632249556,188.93352055177002
2022-09-16,12.0,0.0,1.386688698,16.96,-1.260266,195.15710625593056,191.24391,-3.9131962559305578,-2.0461808461929887,212.45176086984975
2022-09-16,12.5,1.2602659463882446,1.393725202,12.67,-1.3029219,196.3075842036087,191.24391,-5.063674203608713,-2.647757099093358,230.1102591791896
2022-09-16,13.0,2.563187837600708,1.360267404,16.96,-1.3559241,196.38124613936452,214.27559,17.894343860635473,8.351088362718064,253.18039435102946
2022-09-16,13.5,3.919111967086792,1.322205202,29.99,-0.08088794,233.6083507215917,253.92237,20.314019278408296,8.0000904522151,292.8333283590091
2022-09-16,14.0,4.0,1.43944487,41.0,-0.0,292.6255903915917,312.92137,20.29577960840834,6.485903985531041,351.8505680290091
2022-09-16,14.5,4.0,0.909565031,43.79,-0.0,332.4554430990811,352.77027000000004,20.314826900918945,5.758656164794993,391.6804207364994
2022-09-16,15.0,4.0,0.685498651,45.75,-0.0,363.8170063823309,384.10902,20.292013617669113,5.282878703985945,423.0419840197492
2022-09-16,15.5,4.0,0.520230295,55.64,-0.0,392.7626199961305,413.04182,20.279200003869448,4.909720764805232,451.98759763354883
2022-09-16,16.0,4.0,0.419294295,59.27,-0.0,417.61419286078126,437.8759500000001,20.261757139218844,4.6272824847354235,476.83917049819865
2022-09-16,16.5,4.0,0.393361307,59.65,0.22370994,454.42249279863245,461.31840000000005,6.895907201367606,1.4948259599807,500.303172460749
2022-09-16,17.0,3.776289939880371,0.350006767,60.35,1.8449272,586.886757208249,495.65755000000007,-91.22920720824897,-18.405693045177856,521.426080849199
2022-09-16,17.5,1.9313627481460571,0.21905023,59.92,1.9313624,715.7394814296986,495.65755000000007,-220.0819314296985,-44.40201333152263,534.5515706307988
2022-09-16,18.0,3.5762786865234375e-07,0.067440018,62.52,3.5762787e-07,719.9558537139528,624.8863900000001,-95.0694637139527,-15.213879712431035,538.767920556159
2022-09-16,18.5,0.0,0.033528505,60.35,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,19.0,0.0,0.0,58.98,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,19.5,0.0,0.0,55.65,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,20.0,0.0,0.0,42.57,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,20.5,0.0,0.0,44.11,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,21.0,0.0,0.0,38.69,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,21.5,0.0,0.0,36.0,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,22.0,0.0,0.0,33.0,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,22.5,0.0,0.0,33.0,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,23.0,0.0,0.0,29.99,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-16,23.5,0.0,0.0,28.0,0.0,721.9792989907037,747.6382900000001,25.658991009296415,3.4320060051092907,540.7913658329089
2022-09-17,0.0,0.0,0.0,22.06,0.0,0.0,0.0,0.0,,0.0
2022-09-17,0.5,0.0,0.0,34.2,0.0,0.0,0.0,0.0,,0.0
2022-09-17,1.0,0.0,0.0,27.16,0.0,0.0,0.0,0.0,,0.0
2022-09-17,1.5,0.0,0.0,26.0,0.0,0.0,0.0,0.0,,0.0
2022-09-17,2.0,0.0,0.0,36.82,0.0,0.0,0.0,0.0,,0.0
2022-09-17,2.5,0.0,0.0,33.0,0.0,0.0,0.0,0.0,,0.0
2022-09-17,3.0,0.0,0.0,32.26,0.0,0.0,0.0,0.0,,0.0
2022-09-17,3.5,0.0,0.0,33.13,0.0,0.0,0.0,0.0,,0.0
2022-09-17,4.0,0.0,0.0,33.61,0.0,0.0,0.0,0.0,,0.0
2022-09-17,4.5,0.0,0.0,31.1,0.0,0.0,0.0,0.0,,0.0
2022-09-17,5.0,0.0,0.0,27.44,0.0,0.0,0.0,0.0,,0.0
2022-09-17,5.5,0.0,0.008614724,33.0,0.0,0.2842858919993887,0.297,0.01271410800061129,4.280844444650266,0.2842858920002982
2022-09-17,6.0,0.0,0.021247481,30.0,0.0,0.9217103219998535,0.927,0.005289678000146569,0.5706233009866849,0.9217103219998535
2022-09-17,6.5,0.0,0.186919164,26.0,0.0,5.781608585999493,5.789,0.007391414000506913,0.1276803247626,5.781608585999493
2022-09-17,7.0,0.0,0.343635517,23.44,0.0,13.836425104478622,13.85236,0.015934895521377612,0.11503379583968085,13.836425104479531
2022-09-17,7.5,0.0,0.437365653,23.0,-0.43735465,13.83667807978236,13.85236,0.0156819202176397,0.11320757053411622,23.89583512347963
2022-09-17,8.0,0.4373546540737152,0.535940109,23.0,-0.5359401,13.83667807978236,13.89836,0.06168192021764085,0.44380718457171103,36.22245763047977
2022-09-17,8.5,0.973294734954834,0.671592953,23.0,-0.67159295,13.836678129900974,14.26636,0.42968187009902614,3.011853549882564,51.66909554947961
2022-09-17,9.0,1.6448876857757568,0.8513851,23.0,-0.85116667,13.841702122157585,14.95636,1.114657877842415,7.452735009336596,71.25095284947929
2022-09-17,9.5,2.4960544109344482,1.042539429,23.0,-0.9629931,15.67126802531675,16.81936,1.1480919746832505,6.826014632442915,95.22935971647894
2022-09-17,10.0,3.459047555923462,1.07674088,23.0,1.9855921,86.10492718278147,34.230360000000005,-51.87456718278146,-151.5454911452332,119.99439995647936
