PVout_norm,price_norm,imb_norm,SOC_before,CumRev_DP_norm,sin_t,cos_t,action_kW,CumRev_Optimal,CumRev_Baseline
0.0,0.10140000283718109,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0.10339999943971634,0.0,0.0,0.0,0.13052618503570557,0.9914448857307434,0.0,0.0,0.0
0.0,0.09995000064373016,0.0,0.0,0.0,0.258819043636322,0.9659258127212524,0.0,0.0,0.0
0.0,0.09759999811649323,0.0,0.0,0.0,0.3826834261417389,0.9238795042037964,0.0,0.0,0.0
0.0,0.09264999628067017,0.0,0.0,0.0,0.5,0.8660253882408142,0.0,0.0,0.0
0.0,0.09264999628067017,0.0,0.0,0.0,0.6087614297866821,0.7933533191680908,0.0,0.0,0.0
0.0,0.0949999988079071,0.0,0.0,0.0,0.7071067690849304,0.7071067690849304,0.0,0.0,0.0
0.0,0.0949999988079071,0.0,0.0,0.0,0.7933533191680908,0.6087614297866821,0.0,0.0,0.0
0.0,0.0949999988079071,0.0,0.0,0.0,0.8660253882408142,0.5,0.0,0.0,0.0
0.0,0.09759999811649323,0.0,0.0,0.0,0.9238795042037964,0.3826834261417389,0.0,0.0,0.0
0.0,0.097850002348423,0.0,0.0,0.0,0.9659258127212524,0.258819043636322,0.0,0.0,0.0
0.004707212559878826,0.09910000115633011,0.0,0.0,0.0,0.9914448857307434,0.13052618503570557,-0.008999999612569809,0.0,0.18659390350000002
0.01369444653391838,0.09759999811649323,0.0,0.0022499999031424522,0.0,1.0,6.123234262925839e-17,-0.027000000700354576,0.0,0.7212250948600001
0.029570361599326134,0.0949999988079071,0.0,0.008999999612569809,0.0,0.9914448857307434,-0.13052618503570557,-0.05900000035762787,0.0,1.8448988508600002
0.04583984613418579,0.09759999811649323,0.0,0.023749999701976776,0.0,0.9659258127212524,-0.258819043636322,-0.09200000017881393,0.0,3.63448649726
0.05431356281042099,0.10000000149011612,0.0,0.04675000160932541,0.0,0.9238795042037964,-0.3826834261417389,-0.10899999737739563,0.0,5.80702907726
0.06943508237600327,0.10589999705553055,0.0,0.07400000095367432,0.0,0.8660253882408142,-0.5,-0.13899999856948853,0.0,8.7482992355
0.05452180653810501,0.10239999741315842,0.0,0.10875000059604645,0.0,0.7933533191680908,-0.6087614297866821,-0.10899999737739563,0.0,10.981512388779999
